+++++++++++++++++ MAXIMUM GAP LENGTH 50 50
the 1th path length 147
the 1th path length 5
Ac25g013044 107.00 Sb08g006100 61.00 1
Ac25g012994 153.00 Sb08g010400 104.00 -1
Ac25g012993 154.00 Sb08g010500 105.00 -1
Ac25g010350 180.00 Sb08g012300 123.00 1
Ac25g010320 210.00 Sb08g014800 148.00 1
>LOCALE p-value : 0.00

+++++++++++++++++ MAXIMUM GAP LENGTH 50 50
the 1th path length 111
Ac07g022369 635.00 Sb01g045000 450.00 -1
Ac07g023778 600.00 Sb01g046900 469.00 -1
Ac07g022762 569.00 Sb01g047200 472.00 -1
Ac07g021623 553.00 Sb01g048400 484.00 1
Ac07g020413 542.00 Sb01g049300 493.00 -1
Ac07g020404 534.00 Sb01g049600 496.00 1
Ac07g020396 527.00 Sb01g050200 502.00 1
Ac07g020395 526.00 Sb01g050300 503.00 1
Ac07g020394 525.00 Sb01g050400 504.00 1
Ac07g020393 524.00 Sb01g050500 505.00 -1
Ac07g020388 519.00 Sb01g050900 509.00 1
Ac07g020382 513.00 Sb01g051200 512.00 1
Ac07g020380 511.00 Sb01g051300 513.00 -1
Ac07g025282 503.00 Sb01g051600 516.00 1
Ac07g019812 495.00 Sb01g051700 517.00 -1
Ac07g019815 492.00 Sb01g052300 523.00 1
Ac07g019816 491.00 Sb01g052400 524.00 1
Ac07g019822 485.00 Sb01g052600 526.00 -1
Ac07g019824 483.00 Sb01g052700 527.00 1
Ac07g019829 478.00 Sb01g052900 529.00 -1
Ac07g005287 469.00 Sb01g053000 530.00 -1
Ac07g005275 457.00 Sb01g053900 539.00 1
Ac07g005250 433.00 Sb01g054700 547.00 1
Ac07g005241 425.00 Sb01g054900 549.00 -1
Ac07g005240 424.00 Sb01g055400 554.00 1
Ac07g005237 421.00 Sb01g055600 556.00 -1
Ac07g005236 420.00 Sb01g055700 557.00 1
Ac07g005235 419.00 Sb01g055900 559.00 1
Ac07g005230 414.00 Sb01g056100 561.00 1
Ac07g005226 410.00 Sb01g056700 567.00 -1
Ac07g005217 401.00 Sb01g057800 578.00 -1
Ac07g005214 398.00 Sb01g058100 581.00 1
Ac07g005208 392.00 Sb01g058300 583.00 -1
Ac07g005188 372.00 Sb01g058700 587.00 1
Ac07g005187 371.00 Sb01g058900 589.00 -1
Ac07g005183 367.00 Sb01g060500 605.00 -1
Ac07g005165 349.00 Sb01g061400 614.00 1
Ac07g005149 333.00 Sb01g063000 630.00 -1
Ac07g005143 327.00 Sb01g063400 634.00 -1
Ac07g005141 325.00 Sb01g063600 636.00 1
Ac07g005139 323.00 Sb01g063700 637.00 -1
Ac07g005133 317.00 Sb01g063800 638.00 1
Ac07g005130 314.00 Sb01g064500 645.00 1
Ac07g005129 313.00 Sb01g064600 646.00 -1
Ac07g005123 307.00 Sb01g064900 649.00 1
Ac07g005112 298.00 Sb01g065300 653.00 -1
Ac07g005111 297.00 Sb01g065500 655.00 -1
Ac07g005107 293.00 Sb01g065700 657.00 1
Ac07g005105 291.00 Sb01g065800 658.00 -1
Ac07g005098 284.00 Sb01g066300 663.00 1
Ac07g005096 282.00 Sb01g066500 665.00 -1
Ac07g005078 264.00 Sb01g067100 671.00 -1
Ac07g005075 261.00 Sb01g067200 672.00 -1
Ac07g005066 252.00 Sb01g067500 675.00 -1
Ac07g005065 251.00 Sb01g067900 679.00 1
Ac07g005053 239.00 Sb01g068700 687.00 1
Ac07g005044 230.00 Sb01g069500 695.00 -1
Ac07g005036 222.00 Sb01g070000 700.00 -1
Ac07g005024 210.00 Sb01g070600 706.00 -1
Ac07g005019 205.00 Sb01g071000 710.00 1
Ac07g005007 193.00 Sb01g071800 718.00 1
Ac07g005004 190.00 Sb01g072000 720.00 -1
Ac07g005003 189.00 Sb01g072800 728.00 1
Ac07g005002 188.00 Sb01g073100 731.00 1
Ac07g004996 182.00 Sb01g073900 739.00 1
Ac07g004985 172.00 Sb01g074700 747.00 1
Ac07g004983 170.00 Sb01g075100 751.00 1
Ac07g004978 165.00 Sb01g075300 753.00 -1
Ac07g004974 161.00 Sb01g075600 756.00 -1
Ac07g004972 159.00 Sb01g075800 758.00 1
Ac07g004967 154.00 Sb01g076000 760.00 1
Ac07g004958 145.00 Sb01g076600 766.00 -1
Ac07g004957 144.00 Sb01g076700 767.00 -1
Ac07g004950 137.00 Sb01g077000 770.00 1
Ac07g004949 136.00 Sb01g077100 771.00 -1
Ac07g004947 134.00 Sb01g077200 772.00 1
Ac07g004946 133.00 Sb01g077300 773.00 -1
Ac07g004944 131.00 Sb01g077500 775.00 1
Ac07g004939 127.00 Sb01g077800 778.00 1
Ac07g004936 124.00 Sb01g077900 779.00 1
Ac07g004934 122.00 Sb01g078300 783.00 -1
Ac07g004931 119.00 Sb01g078600 786.00 1
Ac07g004929 117.00 Sb01g078700 787.00 -1
Ac07g004925 113.00 Sb01g078800 788.00 1
Ac07g004924 112.00 Sb01g078900 789.00 -1
Ac07g004914 102.00 Sb01g079300 793.00 1
Ac07g004913 101.00 Sb01g079500 795.00 -1
Ac07g004909 97.00 Sb01g080000 800.00 -1
Ac07g004906 94.00 Sb01g080200 802.00 1
Ac07g004902 90.00 Sb01g080800 808.00 1
Ac07g004901 89.00 Sb01g081100 811.00 -1
Ac07g004898 86.00 Sb01g081600 816.00 -1
Ac07g004895 83.00 Sb01g081700 817.00 -1
Ac07g004893 81.00 Sb01g081800 818.00 -1
Ac07g004888 76.00 Sb01g082500 825.00 1
Ac07g004887 75.00 Sb01g082600 826.00 1
Ac07g004881 69.00 Sb01g082900 829.00 -1
Ac07g004878 66.00 Sb01g083200 832.00 1
Ac07g004876 64.00 Sb01g083400 834.00 1
Ac07g004873 61.00 Sb01g083500 835.00 -1
Ac07g004861 49.00 Sb01g084100 841.00 1
Ac07g004856 44.00 Sb01g085300 853.00 -1
Ac07g004847 35.00 Sb01g085900 859.00 1
Ac07g004845 33.00 Sb01g086300 863.00 1
Ac07g004839 27.00 Sb01g086400 864.00 -1
Ac07g004834 22.00 Sb01g086600 866.00 1
Ac07g004827 16.00 Sb01g087100 871.00 1
Ac07g004824 13.00 Sb01g087700 877.00 -1
Ac07g004822 11.00 Sb01g088000 880.00 1
Ac07g004814 3.00 Sb01g088400 884.00 -1
Ac07g004812 1.00 Sb01g090500 905.00 1
>LOCALE p-value : 0.00

the 2th path length 36
Ac07g005199 383.00 Sb01g145200 1452.00 -1
Ac07g005191 375.00 Sb01g147100 1471.00 1
Ac07g005190 374.00 Sb01g147200 1472.00 -1
Ac07g005189 373.00 Sb01g147300 1473.00 -1
Ac07g005184 368.00 Sb01g148000 1480.00 -1
Ac07g005181 365.00 Sb01g148100 1481.00 1
Ac07g005179 363.00 Sb01g148200 1482.00 1
Ac07g005178 362.00 Sb01g148300 1483.00 1
Ac07g005176 360.00 Sb01g148400 1484.00 1
Ac07g005175 359.00 Sb01g148500 1485.00 -1
Ac07g005164 348.00 Sb01g150600 1506.00 1
Ac07g005154 338.00 Sb01g151700 1517.00 1
Ac07g005147 331.00 Sb01g151900 1519.00 -1
Ac07g005138 322.00 Sb01g152900 1529.00 1
Ac07g005135 319.00 Sb01g153200 1532.00 -1
Ac07g005134 318.00 Sb01g153400 1534.00 -1
Ac07g005130 314.00 Sb01g154100 1541.00 1
Ac07g005129 313.00 Sb01g154200 1542.00 -1
Ac07g005128 312.00 Sb01g154500 1545.00 -1
Ac07g005126 310.00 Sb01g154600 1546.00 1
Ac07g005124 308.00 Sb01g154900 1549.00 -1
Ac07g005114 299.00 Sb01g155300 1553.00 1
Ac07g005109 295.00 Sb01g155500 1555.00 1
Ac07g005105 291.00 Sb01g156000 1560.00 -1
Ac07g005104 290.00 Sb01g156100 1561.00 -1
Ac07g005092 278.00 Sb01g156500 1565.00 -1
Ac07g005085 271.00 Sb01g156900 1569.00 -1
Ac07g005084 270.00 Sb01g157100 1571.00 -1
Ac07g005080 266.00 Sb01g157400 1574.00 -1
Ac07g005079 265.00 Sb01g157500 1575.00 -1
Ac07g005073 259.00 Sb01g157600 1576.00 -1
Ac07g005066 252.00 Sb01g157700 1577.00 -1
Ac07g005062 248.00 Sb01g158300 1583.00 -1
Ac07g005061 247.00 Sb01g158500 1585.00 -1
Ac07g005052 238.00 Sb01g159300 1593.00 -1
Ac07g005002 188.00 Sb01g159400 1594.00 1
>LOCALE p-value : 0.00

the 3th path length 30
Ac07g023783 605.00 Sb01g125100 1251.00 1
Ac07g021628 557.00 Sb01g125200 1252.00 1
Ac07g020407 537.00 Sb01g130000 1300.00 1
Ac07g020405 535.00 Sb01g130200 1302.00 1
Ac07g020393 524.00 Sb01g130600 1306.00 -1
Ac07g020392 523.00 Sb01g130700 1307.00 -1
Ac07g025285 506.00 Sb01g131100 1311.00 1
Ac07g019807 498.00 Sb01g131300 1313.00 1
Ac07g019810 497.00 Sb01g131400 1314.00 -1
Ac07g019814 493.00 Sb01g131700 1317.00 -1
Ac07g019823 484.00 Sb01g132400 1324.00 1
Ac07g019825 480.00 Sb01g132600 1326.00 1
Ac07g019828 479.00 Sb01g132900 1329.00 1
Ac07g005293 475.00 Sb01g133900 1339.00 -1
Ac07g005291 473.00 Sb01g134100 1341.00 1
Ac07g005288 470.00 Sb01g134300 1343.00 1
Ac07g005286 468.00 Sb01g134400 1344.00 -1
Ac07g005285 467.00 Sb01g134500 1345.00 1
Ac07g005284 466.00 Sb01g134600 1346.00 1
Ac07g005283 465.00 Sb01g134900 1349.00 1
Ac07g005282 464.00 Sb01g135200 1352.00 1
Ac07g005281 463.00 Sb01g135300 1353.00 -1
Ac07g005280 462.00 Sb01g135400 1354.00 -1
Ac07g005279 461.00 Sb01g135500 1355.00 -1
Ac07g005278 460.00 Sb01g135600 1356.00 1
Ac07g005277 459.00 Sb01g135900 1359.00 -1
Ac07g005275 457.00 Sb01g136300 1363.00 1
Ac07g005271 453.00 Sb01g136600 1366.00 -1
Ac07g005258 440.00 Sb01g137100 1371.00 -1
Ac07g005206 390.00 Sb01g139300 1393.00 1
>LOCALE p-value : 0.00

the 4th path length 29
Ac07g004960 147.00 Sb01g162400 1624.00 -1
Ac07g004959 146.00 Sb01g162500 1625.00 1
Ac07g004951 138.00 Sb01g163400 1634.00 -1
Ac07g004939 127.00 Sb01g164500 1645.00 1
Ac07g004938 126.00 Sb01g164800 1648.00 -1
Ac07g004935 123.00 Sb01g166000 1660.00 1
Ac07g004933 121.00 Sb01g166300 1663.00 -1
Ac07g004930 118.00 Sb01g166600 1666.00 -1
Ac07g004922 110.00 Sb01g167800 1678.00 1
Ac07g004911 99.00 Sb01g168800 1688.00 -1
Ac07g004910 98.00 Sb01g169200 1692.00 -1
Ac07g004886 74.00 Sb01g169400 1694.00 -1
Ac07g004861 49.00 Sb01g171300 1713.00 1
Ac07g004860 48.00 Sb01g171500 1715.00 1
Ac07g004855 43.00 Sb01g171900 1719.00 1
Ac07g004844 32.00 Sb01g172400 1724.00 -1
Ac07g004843 31.00 Sb01g173300 1733.00 -1
Ac07g004837 25.00 Sb01g173500 1735.00 -1
Ac07g004836 24.00 Sb01g173600 1736.00 1
Ac07g004835 23.00 Sb01g173700 1737.00 -1
Ac07g004833 21.00 Sb01g173900 1739.00 1
Ac07g004829 18.00 Sb01g174700 1747.00 -1
Ac07g004828 17.00 Sb01g175100 1751.00 1
Ac07g004821 10.00 Sb01g176600 1766.00 1
Ac07g004818 7.00 Sb01g176700 1767.00 -1
Ac07g004816 5.00 Sb01g177000 1770.00 1
Ac07g004814 3.00 Sb01g177900 1779.00 -1
Ac07g004813 2.00 Sb01g178100 1781.00 1
Ac07g004812 1.00 Sb01g178600 1786.00 1
>LOCALE p-value : 0.00

the 5th path length 15
Ac07g010531 998.00 Sb01g179300 1793.00 -1
Ac07g010521 1007.00 Sb01g182500 1825.00 1
Ac07g010519 1009.00 Sb01g182700 1827.00 1
Ac07g010517 1010.00 Sb01g182800 1828.00 1
Ac07g010514 1014.00 Sb01g183600 1836.00 1
Ac07g010504 1024.00 Sb01g185000 1850.00 1
Ac07g010493 1033.00 Sb01g185400 1854.00 1
Ac07g010492 1036.00 Sb01g185500 1855.00 1
Ac07g014515 1060.00 Sb01g187800 1878.00 1
Ac07g014492 1081.00 Sb01g188700 1887.00 -1
Ac07g014486 1087.00 Sb01g189000 1890.00 1
Ac07g014483 1089.00 Sb01g189200 1892.00 -1
Ac07g014435 1133.00 Sb01g190100 1901.00 -1
Ac07g014415 1153.00 Sb01g190200 1902.00 -1
Ac07g014402 1166.00 Sb01g194200 1942.00 1
>LOCALE p-value : 0.00

the 6th path length 14
Ac07g005202 386.00 Sb01g159400 1594.00 -1
Ac07g005206 390.00 Sb01g159500 1595.00 1
Ac07g005207 391.00 Sb01g159800 1598.00 1
Ac07g005208 392.00 Sb01g159900 1599.00 -1
Ac07g005210 394.00 Sb01g160000 1600.00 1
Ac07g005216 400.00 Sb01g160200 1602.00 1
Ac07g005223 407.00 Sb01g161100 1611.00 1
Ac07g005225 409.00 Sb01g161200 1612.00 1
Ac07g005228 412.00 Sb01g161400 1614.00 1
Ac07g005230 414.00 Sb01g161500 1615.00 1
Ac07g005232 416.00 Sb01g161800 1618.00 -1
Ac07g005235 419.00 Sb01g161900 1619.00 1
Ac07g005240 424.00 Sb01g162100 1621.00 1
Ac07g005242 426.00 Sb01g162200 1622.00 -1
>LOCALE p-value : 0.00

the 7th path length 13
Ac07g004839 27.00 Sb01g455900 4559.00 -1
Ac07g004854 42.00 Sb01g456400 4564.00 1
Ac07g004862 50.00 Sb01g459100 4591.00 1
Ac07g004866 54.00 Sb01g460000 4600.00 1
Ac07g004867 55.00 Sb01g460400 4604.00 -1
Ac07g004868 56.00 Sb01g460600 4606.00 1
Ac07g004892 80.00 Sb01g462500 4625.00 1
Ac07g004898 86.00 Sb01g462800 4628.00 -1
Ac07g004900 88.00 Sb01g463000 4630.00 -1
Ac07g004911 99.00 Sb01g464000 4640.00 -1
Ac07g004914 102.00 Sb01g464300 4643.00 1
Ac07g004918 106.00 Sb01g464800 4648.00 1
Ac07g004919 107.00 Sb01g464900 4649.00 -1
>LOCALE p-value : 0.00

the 8th path length 12
Ac07g004971 158.00 Sb01g139300 1393.00 1
Ac07g004976 163.00 Sb01g139900 1399.00 -1
Ac07g004977 164.00 Sb01g140000 1400.00 1
Ac07g004983 170.00 Sb01g140200 1402.00 1
Ac07g004984 171.00 Sb01g140300 1403.00 -1
Ac07g004999 185.00 Sb01g141300 1413.00 -1
Ac07g005008 194.00 Sb01g142100 1421.00 1
Ac07g005011 197.00 Sb01g142800 1428.00 1
Ac07g005014 200.00 Sb01g143000 1430.00 1
Ac07g005016 202.00 Sb01g143300 1433.00 -1
Ac07g005017 203.00 Sb01g143400 1434.00 -1
Ac07g005023 209.00 Sb01g147000 1470.00 1
>LOCALE p-value : 0.00

the 9th path length 11
Ac07g005183 367.00 Sb01g090500 905.00 -1
Ac07g005202 386.00 Sb01g092500 925.00 -1
Ac07g005217 401.00 Sb01g092600 926.00 -1
Ac07g005220 404.00 Sb01g094400 944.00 -1
Ac07g005229 413.00 Sb01g094800 948.00 -1
Ac07g005235 419.00 Sb01g095200 952.00 1
Ac07g005237 421.00 Sb01g095300 953.00 -1
Ac07g005240 424.00 Sb01g095500 955.00 1
Ac07g005280 462.00 Sb01g100100 1001.00 -1
Ac07g020380 511.00 Sb01g105000 1050.00 -1
Ac07g021630 559.00 Sb01g107100 1071.00 -1
>LOCALE p-value : 0.00

the 10th path length 10
Ac07g004910 98.00 Sb01g328500 3285.00 -1
Ac07g004904 92.00 Sb01g329300 3293.00 1
Ac07g004894 82.00 Sb01g331100 3311.00 1
Ac07g004881 69.00 Sb01g332400 3324.00 -1
Ac07g004868 56.00 Sb01g333200 3332.00 1
Ac07g004854 42.00 Sb01g335400 3354.00 1
Ac07g004850 38.00 Sb01g335800 3358.00 1
Ac07g004849 37.00 Sb01g336200 3362.00 -1
Ac07g004833 21.00 Sb01g338500 3385.00 1
Ac07g004812 1.00 Sb01g338600 3386.00 1
>LOCALE p-value : 0.00

the 11th path length 8
Ac07g019507 549.00 Sb01g491200 4912.00 1
Ac07g020409 539.00 Sb01g492100 4921.00 -1
Ac07g020395 526.00 Sb01g493100 4931.00 1
Ac07g020383 514.00 Sb01g493500 4935.00 -1
Ac07g020382 513.00 Sb01g493600 4936.00 1
Ac07g019820 487.00 Sb01g498100 4981.00 -1
Ac07g005255 437.00 Sb01g499100 4991.00 1
Ac07g005205 389.00 Sb01g499500 4995.00 1
>LOCALE p-value : 0.00

the 12th path length 8
>LOCALE p-value : 0.00
overlap with block 3+1th

the 13th path length 7
Ac07g010492 1036.00 Sb01g185500 1855.00 1
Ac07g010493 1033.00 Sb01g185600 1856.00 1
Ac07g010528 1001.00 Sb01g190400 1904.00 -1
Ac07g010533 996.00 Sb01g191000 1910.00 1
Ac07g010540 989.00 Sb01g191300 1913.00 -1
Ac07g010541 988.00 Sb01g191400 1914.00 1
Ac07g010588 941.00 Sb01g193200 1932.00 1
>LOCALE p-value : 0.00

the 14th path length 7
Ac07g005006 192.00 Sb01g445700 4457.00 1
Ac07g004982 169.00 Sb01g447400 4474.00 1
Ac07g004957 144.00 Sb01g449500 4495.00 -1
Ac07g004956 143.00 Sb01g449600 4496.00 -1
Ac07g004945 132.00 Sb01g449800 4498.00 1
Ac07g004915 103.00 Sb01g452900 4529.00 -1
Ac07g004866 54.00 Sb01g453100 4531.00 1
>LOCALE p-value : 0.00

the 15th path length 6
>LOCALE p-value : 0.00
overlap with block 1+1th

the 16th path length 6
>LOCALE p-value : 0.00
overlap with block 0+1th

the 17th path length 5
Ac07g019811 496.00 Sb01g167600 1676.00 1
Ac07g019820 487.00 Sb01g170700 1707.00 -1
Ac07g005290 472.00 Sb01g172400 1724.00 1
Ac07g005273 455.00 Sb01g176900 1769.00 1
Ac07g005223 407.00 Sb01g177000 1770.00 1
>LOCALE p-value : 0.00

the 18th path length 5
>LOCALE p-value : 0.00
overlap with block 7+1th

the 19th path length 5
Ac07g023547 590.00 Sb01g209500 2095.00 -1
Ac07g023546 589.00 Sb01g210200 2102.00 -1
Ac07g023543 586.00 Sb01g210300 2103.00 -1
Ac07g023541 584.00 Sb01g210500 2105.00 -1
Ac07g020404 534.00 Sb01g210900 2109.00 1
>LOCALE p-value : 0.00

the 20th path length 5
Ac07g010630 901.00 Sb01g206200 2062.00 1
Ac07g010631 900.00 Sb01g206400 2064.00 1
Ac07g010632 898.00 Sb01g207600 2076.00 1
Ac07g010638 894.00 Sb01g209800 2098.00 -1
Ac07g018362 845.00 Sb01g210200 2102.00 -1
>LOCALE p-value : 0.00

the 21th path length 5
Ac07g019553 821.00 Sb01g514100 5141.00 1
Ac07g018344 827.00 Sb01g514200 5142.00 1
Ac07g018358 841.00 Sb01g515300 5153.00 -1
Ac07g018366 849.00 Sb01g517800 5178.00 -1
Ac07g010645 887.00 Sb01g518800 5188.00 1
>LOCALE p-value : 0.00

the 22th path length 5
Ac07g005177 361.00 Sb01g240300 2403.00 1
Ac07g005181 365.00 Sb01g240600 2406.00 1
Ac07g005190 374.00 Sb01g241100 2411.00 -1
Ac07g005207 391.00 Sb01g244600 2446.00 1
Ac07g005224 408.00 Sb01g247900 2479.00 -1
>LOCALE p-value : 0.00

the 23th path length 5
>LOCALE p-value : 0.00
overlap with block 1+1th

the 24th path length 4
Ac07g014456 1114.00 Sb01g471700 4717.00 1
Ac07g014449 1121.00 Sb01g472600 4726.00 1
Ac07g014433 1136.00 Sb01g475400 4754.00 1
Ac07g014412 1155.00 Sb01g477400 4774.00 -1
>LOCALE p-value : 0.00

the 25th path length 4
>LOCALE p-value : 0.54
overlap with block 14+1th

the 26th path length 4
Ac07g004964 151.00 Sb01g103000 1030.00 -1
Ac07g004983 170.00 Sb01g106000 1060.00 1
Ac07g004993 180.00 Sb01g107100 1071.00 -1
Ac07g005006 192.00 Sb01g109400 1094.00 1
>LOCALE p-value : 0.05

the 27th path length 4
Ac07g004898 86.00 Sb01g025700 257.00 -1
Ac07g004915 103.00 Sb01g026700 267.00 -1
Ac07g004927 115.00 Sb01g031700 317.00 -1
Ac07g004929 117.00 Sb01g034300 343.00 -1
>LOCALE p-value : 0.02

+++++++++++++++++ MAXIMUM GAP LENGTH 50 50
+++++++++++++++++ MAXIMUM GAP LENGTH 50 50
the 1th path length 16
Ac11g005591 689.00 Sb02g176400 1764.00 -1
Ac11g005595 693.00 Sb02g176700 1767.00 1
Ac11g005597 695.00 Sb02g176800 1768.00 -1
Ac11g005611 709.00 Sb02g176900 1769.00 1
Ac11g005620 718.00 Sb02g177100 1771.00 -1
Ac11g005621 719.00 Sb02g177400 1774.00 1
Ac11g005628 726.00 Sb02g177500 1775.00 -1
Ac11g005645 743.00 Sb02g177700 1777.00 1
Ac11g005649 747.00 Sb02g177800 1778.00 1
Ac11g005688 783.00 Sb02g179500 1795.00 1
Ac11g005702 797.00 Sb02g179700 1797.00 1
Ac11g005707 802.00 Sb02g180000 1800.00 1
Ac11g005708 803.00 Sb02g180100 1801.00 1
Ac11g005709 804.00 Sb02g180200 1802.00 -1
Ac11g005711 806.00 Sb02g180300 1803.00 1
Ac11g005712 807.00 Sb02g184500 1845.00 -1
>LOCALE p-value : 0.00

the 2th path length 7
Ac11g018108 376.00 Sb02g167600 1676.00 1
Ac11g018064 416.00 Sb02g172100 1721.00 1
Ac11g005323 434.00 Sb02g172400 1724.00 -1
Ac11g005368 477.00 Sb02g172700 1727.00 -1
Ac11g005409 514.00 Sb02g173300 1733.00 -1
Ac11g005422 526.00 Sb02g173700 1737.00 -1
Ac11g005451 553.00 Sb02g174000 1740.00 -1
>LOCALE p-value : 0.00

the 3th path length 7
Ac11g018087 395.00 Sb02g166900 1669.00 1
Ac11g018093 389.00 Sb02g167000 1670.00 1
Ac11g018097 385.00 Sb02g167100 1671.00 -1
Ac11g018108 376.00 Sb02g167600 1676.00 1
Ac11g026967 337.00 Sb02g168700 1687.00 1
Ac11g024375 287.00 Sb02g170100 1701.00 -1
Ac11g023924 247.00 Sb02g172000 1720.00 -1
>LOCALE p-value : 0.00

the 4th path length 6
Ac11g005763 858.00 Sb02g181600 1816.00 1
Ac11g005758 853.00 Sb02g181800 1818.00 1
Ac11g005757 852.00 Sb02g182000 1820.00 -1
Ac11g005756 851.00 Sb02g182700 1827.00 -1
Ac11g005712 807.00 Sb02g184500 1845.00 -1
Ac11g005660 758.00 Sb02g188500 1885.00 1
>LOCALE p-value : 0.00

+++++++++++++++++ MAXIMUM GAP LENGTH 50 50
the 1th path length 10
Ac02g001190 790.00 Sb01g473900 4739.00 -1
Ac02g001207 773.00 Sb01g475300 4753.00 1
Ac02g001255 727.00 Sb01g476500 4765.00 1
Ac02g001256 726.00 Sb01g476600 4766.00 -1
Ac02g001258 724.00 Sb01g476700 4767.00 1
Ac02g001259 723.00 Sb01g477100 4771.00 -1
Ac02g001262 720.00 Sb01g477200 4772.00 1
Ac02g001264 718.00 Sb01g477300 4773.00 1
Ac02g001314 669.00 Sb01g479700 4797.00 1
Ac02g001362 620.00 Sb01g481400 4814.00 -1
>LOCALE p-value : 0.00

the 2th path length 8
Ac02g001304 678.00 Sb01g347700 3477.00 -1
Ac02g001285 697.00 Sb01g348600 3486.00 -1
Ac02g001267 715.00 Sb01g349600 3496.00 1
Ac02g001256 726.00 Sb01g350100 3501.00 -1
Ac02g001241 740.00 Sb01g350500 3505.00 1
Ac02g001233 748.00 Sb01g351000 3510.00 -1
Ac02g001192 788.00 Sb01g353300 3533.00 -1
Ac02g001189 791.00 Sb01g353400 3534.00 -1
>LOCALE p-value : 0.00

the 3th path length 7
Ac02g001133 847.00 Sb01g488400 4884.00 1
Ac02g001134 846.00 Sb01g488500 4885.00 1
Ac02g001140 840.00 Sb01g488800 4888.00 1
Ac02g001141 839.00 Sb01g488900 4889.00 -1
Ac02g001170 810.00 Sb01g492200 4922.00 1
Ac02g001185 795.00 Sb01g496900 4969.00 -1
Ac02g001234 747.00 Sb01g497300 4973.00 1
>LOCALE p-value : 0.00

the 4th path length 7
Ac02g001012 966.00 Sb01g111700 1117.00 1
Ac02g001018 961.00 Sb01g112600 1126.00 1
Ac02g001020 959.00 Sb01g113200 1132.00 1
Ac02g001021 958.00 Sb01g113800 1138.00 -1
Ac02g001035 944.00 Sb01g116600 1166.00 1
Ac02g001039 940.00 Sb01g117000 1170.00 -1
Ac02g001089 890.00 Sb01g118600 1186.00 -1
>LOCALE p-value : 0.00

the 5th path length 6
Ac02g001109 870.00 Sb01g385800 3858.00 -1
Ac02g001094 885.00 Sb01g386700 3867.00 -1
Ac02g001064 915.00 Sb01g390800 3908.00 1
Ac02g001043 936.00 Sb01g394000 3940.00 -1
Ac02g001026 953.00 Sb01g395600 3956.00 1
Ac02g001000 979.00 Sb01g400100 4001.00 -1
>LOCALE p-value : 0.00

the 6th path length 6
Ac02g018998 524.00 Sb01g240300 2403.00 1
Ac02g020924 498.00 Sb01g242700 2427.00 -1
Ac02g020922 496.00 Sb01g246200 2462.00 1
Ac02g020496 464.00 Sb01g246900 2469.00 -1
Ac02g020493 461.00 Sb01g247000 2470.00 1
Ac02g025579 412.00 Sb01g247300 2473.00 -1
>LOCALE p-value : 0.00

the 7th path length 6
Ac02g001362 620.00 Sb01g442800 4428.00 -1
Ac02g020656 613.00 Sb01g443000 4430.00 1
Ac02g020653 610.00 Sb01g443200 4432.00 1
Ac02g020642 599.00 Sb01g443800 4438.00 1
Ac02g020631 588.00 Sb01g444900 4449.00 1
Ac02g019015 539.00 Sb01g445900 4459.00 1
>LOCALE p-value : 0.00

the 8th path length 5
>LOCALE p-value : 0.00
overlap with block 5+1th

the 9th path length 5
Ac02g001121 858.00 Sb01g355800 3558.00 -1
Ac02g001113 866.00 Sb01g356000 3560.00 -1
Ac02g001091 888.00 Sb01g356400 3564.00 -1
Ac02g001088 891.00 Sb01g356500 3565.00 -1
Ac02g001053 926.00 Sb01g359400 3594.00 1
>LOCALE p-value : 0.00

the 10th path length 5
Ac02g010060 317.00 Sb01g278100 2781.00 -1
Ac02g022391 294.00 Sb01g279900 2799.00 -1
Ac02g022400 287.00 Sb01g283600 2836.00 -1
Ac02g022402 286.00 Sb01g287900 2879.00 1
Ac02g016886 240.00 Sb01g288100 2881.00 1
>LOCALE p-value : 0.00

the 11th path length 5
Ac02g001155 825.00 Sb01g041300 413.00 -1
Ac02g001197 783.00 Sb01g044500 445.00 -1
Ac02g001214 766.00 Sb01g047200 472.00 -1
Ac02g001220 761.00 Sb01g048100 481.00 1
Ac02g001267 715.00 Sb01g048700 487.00 1
>LOCALE p-value : 0.00

the 12th path length 5
Ac02g001018 961.00 Sb01g022800 228.00 1
Ac02g001023 956.00 Sb01g023400 234.00 1
Ac02g001065 914.00 Sb01g024500 245.00 -1
Ac02g001066 913.00 Sb01g024600 246.00 1
Ac02g001113 866.00 Sb01g024700 247.00 -1
>LOCALE p-value : 0.00

the 13th path length 5
Ac02g000720 1255.00 Sb01g287700 2877.00 1
Ac02g000723 1252.00 Sb01g288100 2881.00 1
Ac02g000737 1238.00 Sb01g289900 2899.00 -1
Ac02g000742 1233.00 Sb01g290200 2902.00 -1
Ac02g000792 1183.00 Sb01g291000 2910.00 -1
>LOCALE p-value : 0.00

the 14th path length 4
Ac02g012129 115.00 Sb01g075300 753.00 1
Ac02g012110 134.00 Sb01g075600 756.00 1
Ac02g012077 166.00 Sb01g079900 799.00 1
Ac02g016936 191.00 Sb01g083200 832.00 -1
>LOCALE p-value : 0.00

the 15th path length 4
Ac02g018994 520.00 Sb01g483200 4832.00 -1
Ac02g019002 527.00 Sb01g483500 4835.00 1
